,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,zip_code,company_response,timely_response,consumer_disputed
66197,Credit card,,Rewards,,"US Bank has not honored its XXXX XXXX XXXX contract and not posted the XXXX points promised after the spend was met. It is nearing 6 months since the points should have posted, and multiple phone calls have yielded a whole host of excuses as to why the points were not honored, including glitches, confusion over XXXX XXXX XXXX, and even a bug where statements were n't generated ( all untrue ). The most recent phonecall was the most brazen attempt of avoiding fault, with representative XXXX ( id XXXX ) went so far as to demand additional spend on the car beyond the XXXX XXXX XXXX in order for the points to post.  ",U.S. Bancorp,CA,94100.0,Closed with explanation,Yes,
66198,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,"For the last 2 years, I have requested my free annual credit report from Equifax and XXXX electronically and both times I was denied getting my credit report online and had to submit a paper form. I believe the "" verifying your identity information '' is incorrect, as it has my current/previous employer as "" XXXX XXXX '' instead of its proper name ( XXXX XXXX XXXX ).  ",Equifax,CA,95800.0,Closed with explanation,Yes,
66199,Consumer Loan,Installment loan,Managing the loan or lease,,"I paid all of my credit cards off in XXXX. I missed the change on my loan with Springleaf and paid {$860.00} of the {$860.00} balance. In XXXX, I received a bill for {$14.00} which I assumed was residual interest and paid that in full immediately. I 've now received a XXXX statement for {$0.00} to which they only replied they "" believe '' that will close out my balance. I believe I have been charged interest on the interest balance. I did n't experience 2 months of residual payments with any other credit cards I paid off on the same day.   If somehow correct ( which I ca n't imagine having to pay {$0.00} on a {$0.00} balance ), they are a ) using a financial calculation unique to them and b ) not clear in their disclosure of this practice.   The agent with whom I spoke offered to write the {$0.00} balance off as "" settled for less than owed '' which I refused of course.   Thank you  ","OneMain Financial Holdings, LLC",IL,60600.0,Closed with explanation,Yes,
66200,Debt collection,Medical,Communication tactics,Frequent or repeated calls,"Retrieval-Masters Creditors Bureau, Inc calling from ( XXXX ) XXXX is calling my cell a minimum of twice every single day including weekends. If I answer there is no person or message, I have no idea what these calls are referring to as my current credit report does not list them.  ","Retrieval-Masters Creditors Bureau, Inc.",WA,98400.0,Closed with explanation,Yes,
66201,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,"almost XXXX years ago i paid a group called XXXX of XXXX CA, almost {$2000.00} to obtain a HARP loan they didnt get me my loan but gave the paperwork to XXXX WHO SOLD IT TO GREEN TREE LOANS WHO I HAVE THE HARP LOAN WITH NOW but during this time i aome how had a {$15000.00} adjustment add to my loan of {$90000.00} so now i owe over {$100000.00} on my house an the balance showes {$85000.00} i want to sell my house but it only appraise for {$92000.00}. i had a off er of {$90000.00} then found out about the extra {$15000.00} attached to the loan an can not get any answers from anyone about the extra {$15000.00} what do i do?? thanks XXXX XXXX  ",Ditech Financial LLC,AL,35700.0,Closed with explanation,Yes,
66202,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"Ocwen Loan Servicing has sent me mail and left messages on my answering machine to give them updated hazard insurance information for my condominium. I have mailed it to them, emailed them, been on XXXX way calls with them and my insurers to prove I have coverage through my association. In fact I have a copy of my coverage right under my nose as I type this. They have vehemently denied they received anything from me and have forced insurance coverage that I will have to pay through an escrow account. I am at a loss of what to do. I have followed their instructions about mailing it to them, some agents have given me an email address while others say there is no email address. I do not have a fax machine, so I can not send it via fax ... although I am thinking of going to an office supply store to give it a shot. Tomorrow I will be sending certified mail with the policy so that I have some documentation they received it. I do n't want to pay my mortgage anymore because part of my money will go to mortgage insurance. I ALREADY HAVE HAZARD COVERAGE!!!  ",Ocwen,CA,92000.0,Closed with explanation,Yes,
66203,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I had an outstanding XXXX balance, they had first sent it XXXX, then they removed it, and they sold it to enhanced recovery where i settled and paid my debt, I then received XXXX phone call about still owing my XXXX XXXX XXXX bill to XXXX. XXXX XXXX XXXX had never closed the account, and still shows i owe a outstanding balance. I am not sure which company is at fault, I just want it taken care of. I have been on the phone with enhanced recovery all day trying to get an paid in full email.  ",ERC,OK,74700.0,Closed with non-monetary relief,Yes,
66204,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Portfolio Recovery Associates is reporting bad information to the credit reporting agencies. They are reporting as a factoring company rather than what they truly are - a junk debt collector. This tactic has caused my credit to suffer as a result and they are also stating that I owe them {$840.00} whereby I have never had a credit card for that amount. The credit limit that they are trying to collect on was {$500.00} maximum. the original account was agreed to be deleted by XXXX XXXX but Portfolio Recovery Associats is still trying to collect.  ,"Portfolio Recovery Associates, Inc.",GA,30500.0,Closed with explanation,Yes,
66205,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,A physician has billed us for services we did not authorize and after non payment they have sent this to collections -- when we request verification by collection agency we are sent the bill. We have informed the credit agency that the bill is unpaid because we did not authorize the service. They then referred us to the physician whom we also requested verification of our authorization and none is provided.  ,Grant & Weber,CA,92600.0,Closed with explanation,Yes,
66206,Credit card,,Credit determination,,"I am a XXXX single male whose primary income since XXXX has been XXXX ( under $ XXXX XXXX. When I first became XXXX in XXXX I ran into some credit problems that lasted for about 9 months. In XXXX XXXX I sold my home, paid off all creditors XXXX, and moved here XXXX to live with my younger brother. Because of the daily harassment that I experienced from creditors XXXX during that period, I swore off all banks and credit cards and since then have lived a very frugal but responsible life on less than half my prior accustomed income.   In XXXX XXXX my younger brother passed away and my older brother and I inherited his home ( with a $ XXXX mortgage ). That arrangement did n't work out and in XXXX I personally refinanced another XXXX ARM mortgage with the existing mortgage lender ( credit union ). This was done in order to finance a buyout settlement reached with my older brother - and with the intent to finish improvements on the house, sell it, and move back to a more affordable home XXXX ( now that I was left paying the full mortgage myself ).   Since that time I have also held a checking and XXXX savings accounts with the mortgage holder - ( State Employees Credit Union ( SECU ) - Contact Center XXXX XXXX XXXX XXXX, XXXX XXXX ) - with an average total monthly balances of around $ 5-10k. The mortgage, taxes and insurance, as well as all my utility payments - and all my fixed monthly bills - are deducted automatically from my checking account each month and I have never missed a payment on any of them.   Despite loathing banks and creditors since my unfortunate health experiences XXXX, yet realizing that it would be a good idea to re-establish credit, I opened a XXXX credit card account through that same bank ( SECU ) XX/XX/XXXX.   Since help with moving back to XXXX now seems improbable, I have decided to stay here XXXX and am now again trying to refinance the house to a 30 year fixed loan because the monthly payment has risen by over {$150.00} a month as the loan interest rose from 2.5 % to the current 4.75 %.   However, SECU does not offer 30 year fixed-rate mortgages, just 10 and 15 year and variable rate loans. So I am attempting to apply for a refinance loan with other banks now that 30-year rates are as low as 3.67 %. SECU includes a free quarterly FICO score report which has shown me having a FICO score in the XXXX to XXXX range.   So I assumed I was in good shape for a refinancing loan from a third party. However, I have now discovered that SECU has not been reporting my XXXX credit card history to XXXX of the XXXX credit agencies that all banks check when you apply for a loan. ( They were only reporting XXXX XXXX So both XXXX report my credit score as XXXX XXXX no credit history )!   I am basically being held hostage by SECU to the point that my only option is to refinance with them for yet another variable rate loan - or spend months opening even more credit cards in order to establish better credit record - hopefully before rates increase to the point that it is n't worth the bother.   You would think that my spotless record over the past 20 years of always paying my mortgage, insurance, and utility bills on time each month - and not buying things I ca n't afford to pay cash - would have an even bigger influence on my credit worthiness than big consumer spending habits of using credit cards to pay my bills.   THERE SHOULD BE A LAW requiring banks to report credit history to all XXXX of the credit agencies - or at least to disclose to potential customers of their credit cards that they will not be reporting to all XXXX agencies. If I had known this at the time I would have never opened the XXXX card with SECU - as my sole intent was to establish credit via a 'major ' revolving credit card.   Any help or suggestions would be appreciated.  ",State Employee's Credit Union,NC,28400.0,Closed with explanation,Yes,
66207,Credit card,,Billing disputes,,"On XXXX/XXXX/2015 I ordered a furniture set from Sears using their credit card. I received a bill for {$760.00}. The bill was due on XXXX XXXX, Saturday and I sent it in 7 days prior to the day it was due because it was a Saturday. I paid the amount in full. On XXXX, I received another bill from Sears with a fee charge of {$25.00} and interest charge of {$14.00} for a balance of {$690.00}, not even sure where that came from I have no balance prior to the above mentioned, totaling {$39.00}, because they did n't cash my check until Monday. I have noticed while reading comments that many people have had this problem and because Sears was n't resolving it they were getting more fees tacked on while disputing. I sent a letter to them on XXXX but I would like to make sure it gets resolved so I do n't get additional fees. According to the new law when a payment falls on a weekend, holiday or when the business is closed I should not be subject to late fees.According to their rules you can call them but they are not required to investigate without a letter, so I did n't bother to call.  ",Citibank,MA,1800.0,Closed with monetary relief,Yes,
66208,Credit card,,Advertising and marketing,,Was offered XXXX points for the Citi XXXX Card after spending {$0.00} within three months. Called multiple times and was told the points would be added to my account. Talked with numerous managers that confirmed I would see the points. It has been over three months and I 've seen nothing.  ,Citibank,GA,30700.0,Closed with non-monetary relief,Yes,
66209,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,The problem is that I have asked them to call me with a phone number showing and they continue to call on unknown. I have no idea if the caller is really them and refuse to give any information.  ,Synchrony Financial,AZ,85300.0,Closed with explanation,Yes,
66210,Credit card,,APR or interest rate,,"I have had the account with Capital One for more than 10 years. I always pay on time and more than the amount due. It is business card. This past year I was late twice - inadvertently - I called as soon as I realized it and paid up, again more than was due. Capital One has raised my rate from 6 % to 24 % due to late bills in the past year. I tried to get them to see I was a good customer for a long time, but I was told "" If you are late twice, we have the right to raise your rate, and we do n't have to take into consideration if you are good customer or not. '' I was told that they could reduce my interest rate after 12 months of on time payments. This would cost me {$4000.00} to get back in their good graces. This may be legal, but it is still wrong.  ",Capital One,FL,33900.0,Closed with monetary relief,Yes,
66211,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,There are several inquiries on my credit report that I did not authorize. These are ALL A RESULT OF COMPAINES FRUDENTLY OBTAING MY CREDIT REPORT INFORMAITON AND EQUIFAX GIVING THEM MY INFORMAITON. I have written to each company listed informing them that they pulled my credit without my permission. I also disputed these inquires with Equifax. Equifax has said they would not remove them as I authorized them. I have asked for each company that inquired for my credit to provide me with proof that I authorized these inquires. I also have asked Equifax to provide me with the proof that they have received from each inquiry showing that I authorized these inquires. Both the company and Equifax have failed to provide me proof that I authorized these inquires. Equifax has also failed to remove these inquiries from my report as they were not authorized by and are now FRAUD inquires. Equifax has also failed to investigate these fraud inquires on my credit report and has kept sending me their standard generic letter about inquires. How about they actually read and do something other than spitting out there generic letters. This is a violation of my FCRA rights and is hurting me financially now.  1. XXXX XXXX XXXX XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX Bank - Date of inquiry XXXX/XXXX/XXXX. XXXX XXXX XXXX - Date of inquiry XXXX/XXXX/XXXX. XXXX XXXX Bank - Date of inquiry XX/XX/XXXX. XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX GA - Date of inquiry XX/XX/XXXX. XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX Date of inquiry - XX/XX/XXXX XXXX date of inquiry - XX/XX/XXXX. XXXX XXXX date of inquiry - XX/XX/XXXX. XXXX XXXX date of inquiry XX/XX/XXXX. XXXX XXXX XXXX XXXX - Date of inquiry XX/XX/XXXX. XXXX XXXX XXXX - Date of inquiry XX/XX/XXXX  ,Equifax,AL,35000.0,Closed with explanation,Yes,
66212,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I purchased my own homeowners insurance in XXXX of 2014. On XXXX of 2014, Greentree placed lender placed insurance plus unneeded flood insurance in the amounts of {$1500.00} and {$1900.00} on my property creating an escrow shortage. They have acknowledged that I had insurance ( 1 year later XXXX but are still insisting that I owe escrow resulting in my on-time mortgage payments being credited toward escrow shortages and then being considered late. I have made all of my payments on time yet they asked for an additional {$1300.00} in XXXX. They have threatened to foreclose and bounce me from representative to representative with never a resolution. There is no physical address to get a signature from so they do not acknoledge receipt. I am honestly ready to let them foreclose in the hopes I can get a resolution with a judge present.  ",Ditech Financial LLC,FL,34700.0,Closed with explanation,Yes,
66213,Credit reporting,,Incorrect information on credit report,Account status,"XXXX, a collection agency, reported today that I have a balance to XXXX XXXX of {$160.00} and {$80.00} through Transunion and XXXX, respectively. They reported identical information XXXX to Transunion, resulting to a total balance of {$160.00}. I do n't know how they made the report to XXXX. I do n't have access to XXXX considering they are not included in XXXX XXXX reports.  The actual balance was {$1000.00} but the way they reported it was misleading. They claimed that there was a high balance of {$920.00} and an open balance of {$80.00}. The truth of the matter is that, the account had been paid in full since XXXX XXXX, 2015 with a XXXX time payment of {$1000.00}. The said agency became fully aware of such payment when they requested copies the attached proof of payment, in which my husband faxed to them on XXXX XXXX, 2015 at XXXX XXXX. To make things worst, they also reported the same report on my husband 's credit report despite the account being under my name alone.  ","TransUnion Intermediate Holdings, Inc.",CA,92100.0,Closed with explanation,Yes,
66214,Mortgage,Other mortgage,"Application, originator, mortgage broker",,"I have XXXX hard inquiries from Safe Rent ( XXXX XXXX XXXX ) within days, XXXX of which was unnecessary  ",CoreLogic,IL,60800.0,Closed with explanation,Yes,
66215,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,XXXX XXXX NO MISSED payments/ NO BALANCE cancelled due to loss/ stolen XXXX reported XXXX XXXX XXXX 11 years ago.  can not reach anyone regarding account.  ,"TransUnion Intermediate Holdings, Inc.",AZ,86400.0,Closed with explanation,Yes,
66216,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Midland Credit Management continues to contact my place of business after being asked to remove our number from their call lists. They are continuing to call ( latest call was today XXXX/XXXX/XX/XX/XXXX ) after this issue I had with them last year- see below. I expect them to follow directions and REMOVE our business numbers from thier call list.  XXXX, XXXX, and XXXX.  I do not have an account number, no one here has any accounts owed to this collector. No one they are looking for works here. Also, per the Fair Debt Collection Practices Act, a debt collector CAN NOT continue to call a business that has asked them not to call.   Spoke with XXXX XXXX on XXXX/XXXX/XX/XX/XXXX, he said our number was associated with XXXX different people : XXXX XXXX, XXXX XXXX and XXXX XXXX, none of which are at our number. Said it would be 24 hrs to be removed. However we still received calls so I sent a cease & desist letter drafted by an attorney 's office which they signed for on XXXX/XXXXXX/XX/XXXX. Now a month later & they still continue to call. I spoke with a XXXX XXXX on XXXX/XXXX/XX/XX/XXXX who asked again for XXXX XXXX, I told her to remove our number & do not call again. I do not understand why I am continuing to be harrassed by this company & our business interupted when there is no one here who owes them any money, and they have repeatedly been told this is a business & not to call.  Please fine this company heavily!  ",Encore Capital Group,TX,79900.0,Closed with non-monetary relief,Yes,
66217,Debt collection,I do not know,Disclosure verification of debt,Not disclosed as an attempt to collect,A robocall from Focus Receivables Management asked me to call them but offered no other information. There is nothing I know of that I owe and I will not call anyone without them giving me real information.  ,Focus Holding Company,CA,92600.0,Closed with explanation,Yes,
66218,Consumer Loan,Installment loan,Managing the loan or lease,,"I took out a personal loan with Wells Fargo Bank using a cash savings acct. as collateral. I have had nothing but problems with WF in several of my XXXX accounts with them to the point of ready to close all of them. I went to pay off the personal loan today and encountered MULTIPLE problems from the teller all the way to their corporate HQ. From the SENIOR teller not being able to give me a payoff amount but taking what showed as balance to directing me to call a call center then refering me to a personal banker who could not help either which had to call a loan officer to figure out how to get a payoff so I had to pay a XXXX check after being told I paid off the loan snd then when I inquired as to when my savings acct which was the collateral was going to be released so I could remove my $ XXXX from it, I was told it would not be available for 10 business days. The loan was paid off in cash and when I made individual payments that amount was not released but rather they continue to hold the entire amount of the initial loan amount even though the loan was paid down XXXX. There is no reason a bank as big as WF should be allowed to keep me from my money for an additional 10 days AFTER I pay the loan off in cash. They have no more worry or chance of loss with the loan paid but yet they claim it takes 10 days to release the money even with the loan paid. I can understand if the loan was backed with a car or house or something with a title to release etc but this was cash. They pay only .01 % interest so it keeps me from immediately moving my money so they can continue to use it practically free of charge when they now have no legal claim over it. This should be against the law when cash is repaid in cash and not requiring a title be returned or any other paperwork. WF is quick to charge and collect fees from customers for their benefit but when a consumer has paid what is owed to them, they should not be allowed to continue to hold the consumer 's money for ten days which I was told was business days so why do they need to keep cash collateral for basically two calendar weeks?  ",Wells Fargo & Company,NC,28200.0,Closed with explanation,Yes,
66219,Credit card,,Delinquent account,,"In 2013 I defaulted on a credit card debt. This debt was subsequently charged off and reported to the IRS as bad debt. Chase is still reflecting and trying to collect the full amount of the debt XXXX {$2200.00} XXXX. I want to pay this debt as I am in a better place financially. I ca n't possibly be expected to pay the bad debt and the taxes. Either cancel the debt and reflect it as a zero balance charge off and I pay the taxable income, or I will pay the bad debt. XXXX  ",JPMorgan Chase & Co.,NY,11300.0,Closed with explanation,Yes,
66220,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,"There were a number of other violations that I could have chosen on the previous question : Communication tactics : Threatened to take legal action, Continued attempts to collect debt I do not owe : Debt is not mine, False statements or representation : Indicated committing crime by not paying debt AND Impersonated attorney, and Improper contact or sharing of information : Talked to a third party about my debt. However, the threat to sue on a debt that is too old to be sued on is the most significant to me, as the alleged debt is outside the statute of limitations and can no longer be collected upon.   My dad was called by someone who was serving him notice via phone of a "" debt-related civil action pending against [ me ]. '' He was told to take down a phone number and a file number and have me call the company. When I called, I spoke to XXXX XXXX who, after several minutes of prompting, identified company as XXXX XXXX. I was told the company was a law office looking to collect on US Bank credit card account closed in 2008, an account I knew nothing about. I raised concern over the fact that I had never heard of the account or received any type of phone call or literature regarding collection, and over the fact that the debt was disclosed to my father, rather than through direct contact at my number. XXXX first told me they had been calling my number repeatedly and I had been ignoring the calls ( I had never received a call ) and later changed to "" this is the first time we 've sought contact with you. '' I could not get her to tell me the dollar amount of the account more specifically than "" over one thousand dollars. '' I accused the business and account of being illegitimate, and XXXX raised her voice at me and rattled off my full social security number to me twice, despite my protest and pointing out that practice was illegal. She spent the remainder of her time on the phone with me asking why I had n't paid, "" what [ was ] wrong with [ me ], '' and telling me that I needed to pay or they would sue me. I was transferred to transferred to XXXX XXXX. XXXX gave me the total in question ( ~ {$1200.00} ). When I told her the account was not mine, she told me to visit my credit report and mark the account as being the product of identity theft. She told me an investigation into the validity of the account would take approximately 30 days and that she would start the process of having me served with a summons so I could later appear in court with the record of dispute. She asked for my current address to do this ; I gave it to her and got off the phone.   I checked my credit report where I found no record of the US Bank account. I checked a report generated a year ago and saw the account. The account is not mine ; I have zero recollection of opening or paying on this account. I attempted to open a dispute, and was unable to because the account had come off my report the year prior. I called the company back. I initially spoke to a man who told me that this was obviously my account, accused me of deliberate lying, and demanded I pay the amount today because they planned to garnish my wages or put a lien on my car to satisfy judgment rendered against me. He was speaking to me in a very accusatory and threatening manner, so I demanded that I be able to speak to XXXX again. She told me my only option was to pay or I would be sued. I caved in and I agreed, setting up XXXX payments to begin on the XXXX for an account that is not even mine. I was then transferred to a member of the "" accounting department '' who asked to record me. I allowed him, and he asked that I state my name, address, and telephone number to verify my personal information.   I later contacted my attorney who informed me I had been victim to illegal practices under the Fair Debt Collection Practices Act and encouraged me to begin the process of protecting my information.  ",U.S. Bancorp,NY,11500.0,Closed with explanation,Yes,
66221,Credit reporting,,Incorrect information on credit report,Personal information,"TRIED TO OPEN BANK ACCOUNT AND XXXX SYSTEMS REPORTED THAT MY SOCIAL SECURITY NUMBER COULD N'T BE MINE GIVEN THE SEQUENCE OF NUMBERS WAS AVAILABLE FOR ISSUE IN XX/XX/XXXX IN NY, HOWEVER, I WAS BORN IN XXXX MARYLAND IN XX/XX/XXXX NOT NY.  ","Fidelity National Information Services, Inc. (FNIS)",NY,14200.0,Closed with explanation,Yes,
66222,Credit reporting,,Incorrect information on credit report,Account terms,"I have written the credit reporting agenecies XXXX and XXXX numerous times in the past serveral months about a company reporting a debt on my file from XXXX XXXX that sent me a letter stating and i quote as it states in the letter "" To XXXX XXXX the purpose of this letter is to advise you that XXXX XXXX XXXX XXXX has closed the above referenced account and will no longer be collecting on this account including account from original creditor XXXX XXXX XXXX XXXX You have no further financial obligation regarding this account. '' It further states that all credit bureaus have been notified ( ExperianXXXX, and XXXX ) to remove this item and correct this from your credit report. I immediately contacted the credit bureaus and they have refused to remove items as directed by the creditor as of yet. As this has brought down my credit score drastically being it was a collection acct.and caused me to to be unable to get loans for cars, mortgages, ect. I demand that you inform these companies of the fact that this needs to be removed immediately.I have an open litigation against XXXX in Civil Court that is pending as of now, as they have refused to remove another XXXX of the accts. on my file XXXX Bank bank loan that has been placed on my credit file that is not mine, they have been asked to removed numerous times and have refused. These companies have cost me thousands of dollars from getting loans ect.  ",Experian,NY,10300.0,Closed with explanation,Yes,
66223,Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,"Have received Sallie Mae biilling notice, acct # XXXX, but not sure that all XXXX loans are in my name or son 's name. The bill is not clear, there is no date that the loan was taken out, for what person and what schoo. XXXX of the loans I am wondering if it was even mine ( ours ). The other concern is the high rates 10.375 %!!! I am a little surprised at the high rate -- they should be fairly low ( lower ) due to the low interest rate as well. First Salle Mae 's billing summary stinks and is not clear ( I should easily have access to my account to clearify what ( school ), when and to whom the loans are for because there maybe an error. Secondly I would like to consolidate or at least get lower rates, Sallie Mae does not provide that information as well. Concerend there is an error in my loan. Sincerely, XXXX XXXX  ",Sallie Mae,WA,98200.0,Closed with explanation,Yes,
66224,Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,"I have a personal student loan through Navient ( previously XXXX XXXX ). I took out a loan for my XXXX degree at XXXX XXXX University at XXXX XXXX, XXXX. The total original amount of the loan was {$50000.00}. I started making payments after graduation in XX/XX/XXXX and was charged an additional capitalized interest for the amount of {$8800.00} at the time I started repayment. I then went to grad school at XXXX XXXX University in XXXX starting in XXXX and was put in automatic deferment. I tried multiple times to make payments, but that required faxing in a request to go out of deferment. After a few months, I would then be able to make payments, but then starting the next semester I would be put back in automatic deferment until I graduated with a XXXX in XX/XX/XXXX. During this period I was charged an additional {$5900.00} in capitalized interest. Over the course of obtaining a XXXX and XXXX degree, Navient charged me {$14000.00} in capitalized interest.   To date I have paid {$57000.00} to Navient on my original debt of {$50000.00}. The total amount is over XXXX separate loans with an interest rate of 4 % and less. Based on Navients calculations I have paid {$32000.00} in principle over 11 years and {$25000.00} in interest. Navient has calculated that I still owe {$32000.00} in principle and continues to charge accrued interest of {$100.00} per month. My most recent monthly payment was for {$530.00} and 24 % of that payment is applied to interest. In total I have made 113 monthly payments averaging {$510.00}, which is less than the 132 payments that would have taken place if the automatic deferment system Navient was n't used to charge me additional capitalized interest. I will end up making another 81 payments over the next 6 years to pay off the remaining principle and pay an additional {$10000.00} in interest. That would take my final payment amount on {$50000.00} in student debt to {$100000.00}. That would include payments totaling {$36000.00} in interest, {$14000.00} in capitalized interest, and {$50000.00} in principle.   As far as the total interest payment amounts, if I was to take a loan at 4 % on the {$50000.00} I should only expect to pay {$10000.00} in total interest over a 10 year term or {$16000.00} on a 15 year term. Again, I have already paid ( according to Navient ) {$25000.00} in interest over 113 payments on an original debt of {$50000.00}. Even including capitalized interest if I had a flat 4 % debt on the {$65000.00} I should only have paid {$20000.00} in interest over 14 years! I have already paid {$25000.00} interest in less than 10 years of payments at loans ranging from 3.5 % to 4 %. My payment average over the 113 payments of {$510.00} should have my original debt paid off at 120 payments with a total interest of {$10000.00}. Including the capitalized interest my debt should be paid off in 166 payments with a total interest of {$19000.00}.   To summarize, by XX/XX/XXXX I will have paid Navient {$100000.00} over 17 years on an original student debt amount of {$50000.00} with a interest rates on XXXX loans of 4 %, 4 %, 4 %, 3.5 %, 3.75 %, and 3.75 %. I was charged {$14000.00} in capitalized interest and have already paid {$25000.00} in interest according to Navient. In total I have made 113 monthly payments amounting to {$57000.00}. Navient took advantage of my attending XXXX XXXX to put me in deferment to increase the amount of capitalized interest on my loans, making it hard to enact payments on my loans at that time. The continual accrual of interest is not in line with the original loan amount and will end up being double the amount of the original loan amount at the time of scheduled repayment. I feel this lending practice of continual interest payments that inflate the total amount paid is predatory.  ","Navient Solutions, Inc.",MA,2100.0,Closed with explanation,Yes,
66225,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,This debt in regards to an apartment that I never lived in is on my credit report. I have contacted the original creditor and the collection agency. The collection agency seems to be going after me for something that I do not owe as I have not lived outside of my parents home and also mentioned another person who never lived at this apartment that they are trying to collect money from. This has been taken up with them before and no police agency will take a report for something that is 6 years old as the collection agency is requesting that I file.  ,"FAIR COLLECTIONS & OUTSOURCING, INC.",CA,91300.0,Closed with explanation,Yes,
66226,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,"I am unable to access my experian credit report online. I have a new report number issued XXXX XXXX, 2015 and every time I attempt to view my credit report it gives an error message that they are unable to complete my request due to the number of views associated with that report number. However, the report number is new. I was previously a victim of identity theft and regularly monitor all of my credit reports for suspicious activity.  ",Experian,CA,92300.0,Closed with non-monetary relief,Yes,
66227,Credit reporting,,Incorrect information on credit report,Public record,Judgment was dismissed and settled ... never should have been placed on credit report per court agreement and settlement.  ,"TransUnion Intermediate Holdings, Inc.",TX,76200.0,Closed with explanation,Yes,
66228,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Nationstar keeps jacking us around with our payments.  They receive it but not post it until it is late and then they charge interest and penalty. They call us at all hours of the day and even late at night. Once they claimed that I had not paid the mortgage, but when I agreed to pay that month 's rent via telephone, they accepted it, charged me a "" fee '' for processing, and then, the very next day, the check that I had sent them weeks before, got posted to my account. That is felonious in my book. That 's is also, an unprofessional way to work with people. Thus I paid twice.  I asked for a refund and they said they could credit it to the next month 's payment. I told them no, yet to the best of my knowledge, I never received a credit on my bank account or on the mortgage account.  Recently, they kept sending notices and threats about Foreclosure. All the while I kept making payments every month.  Lately, they kept calling about the fact that they have not received our XXXX payment. I said it was already sent several weeks ago. They said no, "" not received according to our records. "" Then yesterday ( XXXX/XXXX/15 ), I receive in the mail XXXX checks : Firstly, the check that I had sent for the XXXX payment. Even though their records showed that I had not made the payment, now they were returning it to me.  Secondly, we also received yesterday, their own check # XXXX in the amount of {$870.00} for the month before, saying that they can not apply partial payments, that I now owe them {$3300.00}!!!   These people are crooked and not playing fair. We have been trying to protect my daughter 's interest.  You see, we have been making payments for our daughter, who appears on the title. However, she has been ill for quite some time with a debilitating condition known as "" XXXX. '' Often she ca n't even get up of bed.  Here are the other problems. Years ago she signed a consent for us to take care of all her businesses, including her mortgage. They have copies of such. However, they keep claiming that we ( I ) do n't have authorization.  I have sent them copies of such on a number of occasions, but they seem to lose it or "" not receive it. '' Most recently I have copies of her authorization from XXXX XXXX, 2015 and XXXX XXXX, 2015, which they still claim that they do not have.  This has become an impossible situation with XXXX Mortgage.  Today I 'm in the process of sending e-mails to no less than XXXX "" Account Consultants '' or "" Dedicated Loan Specialists '' who have sent us letters indicating that 's the person we should deal with. With each one that we reply, and try to contact, is like starting all over again.   It is really simple : If they give us credit for the XXXX 2015 double payment, and keep the XXXX payments they sent us, we are current. We are about to send XXXX 's payment, which is due on the first of the month but we have a grace period until XXXX XXXX.   Oh yes, how do they expect us to make payments on time when we do not receive the monthly vouchers as we were supposed to. They probably go to my daughter, who is bed-ridden, and living with her sister. It 's a major effort for her to go to the post office. We live XXXX miles away from them, so it is difficult for us to get there as well.   This is becoming a horrible nightmare. I do n't know if you can really helpXXXX XXXX XXXX XXXXXXXXXXXX  ",Nationstar Mortgage,CA,93500.0,Closed with explanation,Yes,
66229,Bank account or service,Checking account,"Account opening, closing, or management",,"I had an account several years ago with Chase. I recently tried to open an account with them and said that I was "" blacklisted '' they will not give me any reasons as to why I can not have an account with there financial institution. They stated I was sent these reasons years ago. I was sent no such letter. I think this is discrimination. I want to know why. I have done nothing wrong.  ",JPMorgan Chase & Co.,CA,95800.0,Closed with explanation,Yes,
